"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_59048","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Hypholoma","s__lateritium"
"ASV_59049","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59050","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59051","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeria","s__veronicae"
"ASV_59053","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__macarangae"
"ASV_59055","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59060","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__albicans"
"ASV_59064","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Colacogloeaceae","g__Colacogloea",NA
"ASV_59065",NA,NA,NA,NA,NA,NA,NA
"ASV_59068","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Retiarius","s__bovicornutus"
"ASV_59078","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_59080","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59081","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Thyridariaceae_gen_Incertae_sedis",NA
"ASV_59082","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59083","k__Fungi","p__Entomophthoromycota","c__Entomophthoromycetes","o__Entomophthorales","f__Entomophthoraceae","g__Pandora","s__kondoiensis"
"ASV_59084","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Aplosporellaceae","g__Aplosporella",NA
"ASV_59085",NA,NA,NA,NA,NA,NA,NA
"ASV_59086","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsaceae_gen_Incertae_sedis",NA
"ASV_59087","k__Fungi","p__Chytridiomycota","c__Chytridiomycota_cls_Incertae_sedis","o__Chytridiomycota_ord_Incertae_sedis","f__Chytridiomycota_fam_Incertae_sedis","g__Chytridiomycota_gen_Incertae_sedis",NA
"ASV_59089","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Sporidesmiella",NA
"ASV_59090","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__metata"
"ASV_59101","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella","s__aquatica"
"ASV_59103","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__epilithographicola"
"ASV_59104",NA,NA,NA,NA,NA,NA,NA
"ASV_59106","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__cornigerum"
"ASV_59115","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59116","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sporidesmiales","f__Sporidesmiales_fam_Incertae_sedis","g__Sporidesmiales_gen_Incertae_sedis",NA
"ASV_59122","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_59123","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59140","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__chlorosporum"
"ASV_59146","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthales_fam_Incertae_sedis","g__Kamalia","s__indica"
"ASV_59148","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicoma",NA
"ASV_59150","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_59151","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__typhae"
"ASV_59156","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaetopsis",NA
"ASV_59161","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales",NA,NA,NA
"ASV_59164","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Penidiellopsis","s__ramosus"
"ASV_59165","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59166","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_59168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"ASV_59169","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniaceae_gen_Incertae_sedis",NA
"ASV_59171","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59173","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus","s__testaceus"
"ASV_59175","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Xenasmatella","s__christiansenii"
"ASV_59179","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__cubensis"
"ASV_59180","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"ASV_59182","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59184","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Colpoma","s__junipericola"
"ASV_59185","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_59187","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59188",NA,NA,NA,NA,NA,NA,NA
"ASV_59189","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59192","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59193","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59197","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59201","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Trechisporales_fam_Incertae_sedis","g__Sistotremastrum",NA
"ASV_59202","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Rosellinia","s__aquila"
"ASV_59209","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Peltaster","s__fructicola"
"ASV_59210","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_59211","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_59214","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans"
"ASV_59218","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__clematidis"
"ASV_59220","k__Eukaryota_kgd_Incertae_sedis","p__Eukaryota_phy_Incertae_sedis","c__Eukaryota_cls_Incertae_sedis","o__Eukaryota_ord_Incertae_sedis","f__Eukaryota_fam_Incertae_sedis","g__Eukaryota_gen_Incertae_sedis",NA
"ASV_59223",NA,NA,NA,NA,NA,NA,NA
"ASV_59225","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59226","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis",NA,NA
"ASV_59229","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59231","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Marchandiobasidium",NA
"ASV_59232","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59235","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_59236","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV_59237","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_59239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_59241","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Brycekendrickomyces","s__acaciae"
"ASV_59242","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59243","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Moesziomyces","s__aphidis"
"ASV_59244","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Amylocorticiales","f__Amylocorticiaceae","g__Amyloxenasma",NA
"ASV_59246","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastraceae_gen_Incertae_sedis",NA
"ASV_59247","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricales_fam_Incertae_sedis","g__Chondrostereum","s__purpureum"
"ASV_59250","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Pseudohyphozyma","s__buffonii"
"ASV_59251","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__angustispirale"
"ASV_59255","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_59256","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA
"ASV_59257","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA
"ASV_59258","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeales_fam_Incertae_sedis","g__Meniscomyces","s__layueensis"
"ASV_59259","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae",NA,NA
"ASV_59264","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__vesicularifera"
"ASV_59265","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59266","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Kurtia",NA
"ASV_59267","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_59268","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae",NA,NA
"ASV_59269","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Apiosporaceae","g__Apiospora","s__obovata"
"ASV_59272","k__Metazoa","p__Metazoa_phy_Incertae_sedis","c__Metazoa_cls_Incertae_sedis","o__Metazoa_ord_Incertae_sedis","f__Metazoa_fam_Incertae_sedis","g__Metazoa_gen_Incertae_sedis",NA
"ASV_59274",NA,NA,NA,NA,NA,NA,NA
"ASV_59292","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae",NA,NA
"ASV_59293","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59294","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Roussoellaceae","g__Setoarthopyrenia","s__chromolaenae"
"ASV_59297","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales",NA,NA,NA
"ASV_59299","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete",NA
"ASV_59300","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Peltaster","s__fructicola"
"ASV_59304","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Gloeoporus","s__dichrous"
"ASV_59305","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59306","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Trametopsis","s__abieticola"
"ASV_59310","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__ruberrimus"
"ASV_59311","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59312","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"ASV_59313","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA
"ASV_59315","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59316","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59318","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae","g__Cadophora",NA
"ASV_59319","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__coroniferum"
"ASV_59320","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus"
"ASV_59321","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_59322","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum","s__hanaui"
"ASV_59323","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__mali"
"ASV_59324","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59327","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59328","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA
"ASV_59332","k__Fungi","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__difformis"
"ASV_59334","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete",NA
"ASV_59339","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__pseudodeflectus"
"ASV_59340","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__laxitexta"
"ASV_59341",NA,NA,NA,NA,NA,NA,NA
"ASV_59343","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_59344","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59345","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete",NA
"ASV_59346","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__furfuracea"
"ASV_59347","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__gutianensis"
"ASV_59348","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV_59349","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulales_fam_Incertae_sedis","g__Russulales_gen_Incertae_sedis",NA
"ASV_59352","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiaceae","g__Pseudocamaropycnis","s__pini"
"ASV_59354","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Tubakiaceae","g__Tubakia","s__tiffanyae"
"ASV_59355","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Apiosporaceae","g__Apiospora","s__piptatheri"
"ASV_59357","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_59360","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus","s__americanus"
"ASV_59363","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__nyssicola"
"ASV_59364","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__brevicompactum"
"ASV_59368","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Aquapteridospora","s__lignicola"
"ASV_59371","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59373","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Xylobolus","s__frustulatus"
"ASV_59374","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniaceae_gen_Incertae_sedis",NA
"ASV_59376","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Vibrisseaceae",NA,NA
"ASV_59379","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatospora",NA
"ASV_59388","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Apiosporaceae","g__Apiospora","s__obovata"
"ASV_59389","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula",NA
"ASV_59392","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Priceomyces","s__fermenticarens"
"ASV_59395","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"ASV_59396","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__sambuci"
"ASV_59398","k__Fungi","p__Chytridiomycota","c__Chytridiomycota_cls_Incertae_sedis","o__Chytridiomycota_ord_Incertae_sedis","f__Chytridiomycota_fam_Incertae_sedis","g__Chytridiomycota_gen_Incertae_sedis",NA
"ASV_59400","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59401","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora"
"ASV_59404","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Papulosaceae","g__Wongia",NA
"ASV_59405","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"ASV_59406","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"ASV_59407","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniaceae_gen_Incertae_sedis",NA
"ASV_59408","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Lophiotrema","s__lincangensis"
"ASV_59409","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59410","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_59411","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales",NA,NA,NA
"ASV_59412","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59414","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__epibryus"
"ASV_59416","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Athelia",NA
"ASV_59419","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59423","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__dryophilus"
"ASV_59424",NA,NA,NA,NA,NA,NA,NA
"ASV_59425","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gloeophyllales","f__Gloeophyllaceae","g__Gloeophyllum","s__sepiarium"
"ASV_59426","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Cronartiaceae","g__Cronartiaceae_gen_Incertae_sedis",NA
"ASV_59430","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__earleae"
"ASV_59433","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Oberwinklerozyma","s__silvestris"
"ASV_59436","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA
"ASV_59438","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","g__Rhizophlyctidaceae_gen_Incertae_sedis",NA
"ASV_59440","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Merismodes","s__fasciculata"
"ASV_59441","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_59443","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_59445","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae",NA,NA
"ASV_59446","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"ASV_59448","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__hydnoides"
"ASV_59450","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Ostropales_fam_Incertae_sedis",NA,NA
"ASV_59452","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"ASV_59453","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae","g__Pectenia",NA
"ASV_59455","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Candolleomyces","s__cacao"
"ASV_59457","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_59461","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__micaceus"
"ASV_59462","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Beauveria","s__pseudobassiana"
"ASV_59463","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Dinemasporium",NA
"ASV_59464","k__Fungi","p__Chytridiomycota","c__Chytridiomycota_cls_Incertae_sedis","o__Chytridiomycota_ord_Incertae_sedis","f__Chytridiomycota_fam_Incertae_sedis","g__Chytridiomycota_gen_Incertae_sedis",NA
"ASV_59465",NA,NA,NA,NA,NA,NA,NA
"ASV_59466","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Capnodiales_gen_Incertae_sedis",NA
"ASV_59468","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Neovaginatispora","s__clematidis"
"ASV_59470","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"ASV_59472","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Induratiaceae","g__Induratia","s__suthepensis"
